,model,pooling,mv_window_size,mv_window_shift_frac,per_cls_precision_0,per_cls_precision_1,per_cls_precision_2,per_cls_precision_3,per_cls_recall_0,per_cls_recall_1,per_cls_recall_2,per_cls_recall_3,macro_precision,macro_recall,macro_f1,overall_accuracy
89,BERT,sum,256,1.0,0.9980854287820256,0.9230600453441651,0.8101460415003064,0.7316017315700605,0.9973257327123863,0.9558467131165133,0.7954716981072041,0.555921052613292,0.8657233117991394,0.8261412991373489,0.8454692800507209,0.9954405091696206
90,BERT,sum,512,0.25,0.9983850367204373,0.9355670103085894,0.9377076411882251,0.8133333332971852,0.9980255027294919,0.962208421689668,0.8520754716916825,0.6019736841907245,0.9212482553786092,0.8535707700753918,0.8861191671555193,0.9964632172609296
91,BERT,sum,512,0.5,0.9982704875587471,0.9339580873664891,0.9214226633505259,0.8193832598757981,0.9979538888388524,0.9585731596478653,0.8407547169747869,0.6118421052430315,0.91825862453789,0.852280967676134,0.884040490390009,0.9962745623702998
92,BERT,sum,512,1.0,0.9980409095747526,0.9283498301071588,0.841900311519923,0.7131474103301535,0.9975508049401104,0.951832777945356,0.8158490565976163,0.5888157894543152,0.870359615382997,0.8385121072343494,0.8541390921467062,0.9956271782192965
93,BERT,sum,1024,0.25,0.9980360065466244,0.938115120786655,0.953427065017984,0.818604651124716,0.9981748688442541,0.9528930627075485,0.8188679245221219,0.5789473684020083,0.9270457108689949,0.8372208061189832,0.8798466053629032,0.9962626473245758
94,BERT,sum,1024,0.5,0.9979214402618454,0.935416511297684,0.9339130434701399,0.7961165048157225,0.998060286619231,0.9499394122985837,0.8105660377297317,0.5394736841927804,0.915841874961348,0.8245098552100817,0.867779350909063,0.996028318092004
95,BERT,sum,1024,1.0,0.9976268509539445,0.931474941768028,0.8741721854232272,0.7195121950927027,0.9977697388343509,0.9388821569214337,0.7969811320694568,0.5822368420861106,0.8806965433094757,0.828967467477838,0.8540494205259578,0.9954464666924826
96,BERT,asymmetric-max,128,0.25,0.9991723677898514,0.8587121964126406,0.4905103331906769,0.6305555555380401,0.9930207148293749,0.9827325053006795,0.8777358490499795,0.7467105262912266,0.7447376132328023,0.9000498988678152,0.8150609175550848,0.9922989087803957
97,BERT,asymmetric-max,128,0.5,0.9988624183261328,0.8882312456979433,0.6326297775206353,0.7112676056087581,0.9953184976633207,0.9774310814897171,0.8369811320691549,0.6644736841886686,0.8077477617883674,0.8685510988527153,0.8370466846747916,0.9942331178695898
98,BERT,asymmetric-max,128,1.0,0.9980108573184268,0.9141764111441358,0.7319434102700526,0.7339449540947731,0.996822389366749,0.9591790366548324,0.7418867924472311,0.5263157894563711,0.8445189082068472,0.806051001981296,0.8248366868029263,0.9948805020205932
99,BERT,asymmetric-max,256,0.25,0.9991103477040396,0.8876011521047266,0.6113989637274021,0.6416184970912827,0.994970658765929,0.9802332626469401,0.8905660377291279,0.730263157870715,0.7849322401568627,0.899008279253178,0.8381062991588992,0.9941497125495219
100,BERT,asymmetric-max,256,0.5,0.9987980670620944,0.9072899041166755,0.7332041343621887,0.6877192982214835,0.9963783832447846,0.9746289003324942,0.8566037735784408,0.6447368420840547,0.8317528509406105,0.8680869748099436,0.8495315864200473,0.9952280241875429
101,BERT,asymmetric-max,256,1.0,0.9980119528519366,0.9253862488094563,0.8110671936694778,0.7187499999679129,0.9973727932690923,0.9571342017563184,0.7743396226356655,0.5296052631404735,0.8633038488246958,0.8146129702003875,0.8382519327672809,0.9954484525334366
102,BERT,asymmetric-max,512,0.25,0.9989985409069156,0.9072092368340557,0.6952941176429689,0.6021505376182218,0.9960489593478431,0.9759163889722993,0.8920754716913807,0.7368421052389197,0.8009131082505405,0.9002207313126107,0.847668258687944,0.995091001161717
103,BERT,asymmetric-max,512,0.5,0.9986761074279186,0.9223566695470165,0.7896193771571653,0.690391459050164,0.9970883838176956,0.969857618902628,0.8611320754651991,0.63815789471585,0.8502609032955661,0.8665589932253431,0.8583325828645418,0.9957999463822942
104,BERT,asymmetric-max,512,1.0,0.9979475531272497,0.9367182846925723,0.8534201954327898,0.7318181817849173,0.997851583280796,0.9528930627075485,0.7909433962204457,0.5296052631404735,0.8799760537593824,0.8178233263373159,0.8477620472483434,0.9958456207242362
105,BERT,asymmetric-max,1024,0.25,0.9987833626379283,0.905807365438452,0.7329153604969724,0.5215419501015524,0.99607965101526,0.9686458648886938,0.8822641509367377,0.7565789473435336,0.7897620096687263,0.9008921535460563,0.841674671203064,0.9949162471577652
106,BERT,asymmetric-max,1024,0.5,0.9983591411814389,0.9227017978012062,0.8302308265016365,0.5925925925743026,0.9971886432645909,0.9600878521652831,0.8415094339559132,0.6315789473476454,0.835971089514646,0.8575912191833581,0.8466431473393532,0.9955854755592625
107,BERT,asymmetric-max,1024,1.0,0.9974966867913211,0.9361927055795995,0.8794449262716441,0.6958525345301451,0.9979457043942079,0.9389578915473046,0.7652830188621489,0.4967105262994503,0.8772467132931774,0.799724285275778,0.8366936544688207,0.9954841976706086
108,BERT,gaussian,128,0.25,0.9985011395025298,0.92505229748184,0.9463636363550332,0.822510822475216,0.9977636005008675,0.9712208421683041,0.7856603773525611,0.6249999999794408,0.9231069739536548,0.8449112050002934,0.8822798663274072,0.9962844915750697
109,BERT,gaussian,128,0.5,0.9984271802905825,0.9188083273503813,0.9382379654774002,0.7907949790464103,0.9975344360508214,0.9693274765215318,0.7796226415035501,0.6217105262953384,0.9115671130411935,0.8420487700928103,0.8754299837253302,0.995994558795786
110,BERT,gaussian,128,1.0,0.9980108573184268,0.9141764111441358,0.7319434102700526,0.7339449540947731,0.996822389366749,0.9591790366548324,0.7418867924472311,0.5263157894563711,0.8445189082068472,0.806051001981296,0.8248366868029263,0.9948805020205932
111,BERT,gaussian,256,0.25,0.998438235595108,0.9341575828510248,0.9598953792418493,0.844221105485215,0.9980664249527144,0.967055437745405,0.8309433962201439,0.5526315789291897,0.9341780757932993,0.8371742094618633,0.883020045412483,0.9965446367400435
112,BERT,gaussian,256,0.5,0.9984135010040799,0.9315348158943262,0.9491673970118392,0.7783018867557404,0.9979334277272411,0.9675855801265013,0.8173584905598691,0.5427631578768828,0.9143544001664964,0.8314101640726237,0.8709118664460033,0.9963877553046776
113,BERT,gaussian,256,1.0,0.9980119528519366,0.9253862488094563,0.8110671936694778,0.7187499999679129,0.9973727932690923,0.9571342017563184,0.7743396226356655,0.5296052631404735,0.8633038488246958,0.8146129702003875,0.8382519327672809,0.9954484525334366
114,BERT,gaussian,512,0.25,0.9982708768598101,0.9388872447462718,0.9500860585116172,0.839999999958,0.9981789610665763,0.9610724023016047,0.8332075471635231,0.5526315789291897,0.9318110450189248,0.8362726223652235,0.8814606187867089,0.9965029340800096
115,BERT,gaussian,512,0.5,0.9981603992690503,0.9367229129655589,0.9384748700091987,0.7766990290885097,0.9980807477308423,0.9585731596478653,0.8173584905598691,0.5263157894563711,0.9125143028330794,0.825082046848737,0.8665984646723525,0.9962844915750697
116,BERT,gaussian,512,1.0,0.9979475531272497,0.9367182846925723,0.8534201954327898,0.7318181817849173,0.997851583280796,0.9528930627075485,0.7909433962204457,0.5296052631404735,0.8799760537593824,0.8178233263373159,0.8477620472483434,0.9958456207242362
117,BERT,gaussian,1024,0.25,0.9978648341871748,0.9437914406261725,0.9475088967887233,0.7990654205234081,0.9983201427366941,0.9486519236587786,0.8037735848995943,0.5624999999814967,0.9220576480313697,0.8283114128191409,0.872674095835627,0.9962427889150358
118,BERT,gaussian,1024,0.5,0.9977685739121338,0.9404770863112796,0.9422903516596729,0.6776859503852196,0.9981625921772873,0.9465313541343937,0.7886792452770667,0.5394736841927804,0.8895554905670765,0.818211718945382,0.8523933692110319,0.9959806579091081
119,BERT,gaussian,1024,1.0,0.9974966867913211,0.9361927055795995,0.8794449262716441,0.6958525345301451,0.9979457043942079,0.9389578915473046,0.7652830188621489,0.4967105262994503,0.8772467132931774,0.799724285275778,0.8366936544688207,0.9954841976706086
120,BERT,max,128,0.25,0.9975218018054656,0.9377484437103893,0.9545923632512426,0.782828282788746,0.9982014682893487,0.9469100272637481,0.6981132075419011,0.5098684210358596,0.9181727228889609,0.7882732810327143,0.8482788426023339,0.9957721446089383
121,BERT,max,128,0.5,0.997988503983069,0.929001468428099,0.9445506692070311,0.7884615384236316,0.9979047821709853,0.9582702211443818,0.745660377352863,0.5394736841927804,0.9150005450104577,0.8103272662152526,0.8594887082931848,0.9959250543623961
122,BERT,max,128,1.0,0.9980108573184268,0.9141764111441358,0.7319434102700526,0.7339449540947731,0.996822389366749,0.9591790366548324,0.7418867924472311,0.5263157894563711,0.8445189082068472,0.806051001981296,0.8248366868029263,0.9948805020205932
123,BERT,max,256,0.25,0.997801456151812,0.9400224634961137,0.9602272727181798,0.8350515463487086,0.9982669438465048,0.9507724931831636,0.7652830188621489,0.5328947368245758,0.9332756846787035,0.8118042981790983,0.8683123012229143,0.9961276101397039
124,BERT,max,256,0.5,0.998072807767669,0.9388163749622227,0.9569597069509437,0.8153846153428007,0.9981994221781877,0.9587246288996071,0.7886792452770667,0.5230263157722689,0.927308376255909,0.8171574030317826,0.8687552478289742,0.9963261942351037
125,BERT,max,256,1.0,0.9980119528519366,0.9253862488094563,0.8110671936694778,0.7187499999679129,0.9973727932690923,0.9571342017563184,0.7743396226356655,0.5296052631404735,0.8633038488246958,0.8146129702003875,0.8382519327672809,0.9954484525334366
126,BERT,max,512,0.25,0.9978568507157259,0.944678926740319,0.9654859218804226,0.8316326530187942,0.9984040332943004,0.9492578006657457,0.8022641509373415,0.5361842105086781,0.9349135880888154,0.8215275488515164,0.8745607784792717,0.9963202367122417
127,BERT,max,512,0.5,0.9980015014308391,0.9421710181783929,0.9477413640305781,0.8019801979801,0.9982771744023105,0.9538018782179992,0.8075471698052261,0.5328947368245758,0.9224735204049777,0.8231302398125279,0.8699750344570393,0.9963281800760577
128,BERT,max,512,1.0,0.9979475531272497,0.9367182846925723,0.8534201954327898,0.7318181817849173,0.997851583280796,0.9528930627075485,0.7909433962204457,0.5296052631404735,0.8799760537593824,0.8178233263373159,0.8477620472483434,0.9958456207242362
129,BERT,max,1024,0.25,0.9973308317544979,0.9468965517234122,0.9546296296207906,0.798611111055652,0.9984715549626175,0.9358527718865981,0.7781132075412973,0.3782894736717668,0.9243670310385881,0.7726817520155699,0.8417454347472416,0.9958754083385462
130,BERT,max,1024,0.5,0.9975507133189471,0.943555117213456,0.9434822242393485,0.7818181817707989,0.9983467421817888,0.9419115419562694,0.7811320754658029,0.42434210524919924,0.9166015591356376,0.7864331162132651,0.8465427353633684,0.9959488844538441
131,BERT,max,1024,1.0,0.9974966867913211,0.9361927055795995,0.8794449262716441,0.6958525345301451,0.9979457043942079,0.9389578915473046,0.7652830188621489,0.4967105262994503,0.8772467132931774,0.799724285275778,0.8366936544688207,0.9954841976706086
132,BERT,sum,128,0.25,0.9983236552911088,0.9318082471215708,0.9521126760473981,0.8151658767386177,0.997978442172786,0.9686458648886938,0.7652830188621489,0.5657894736655991,0.9243526137996738,0.824424199897307,0.8715333526021457,0.9963361234398737
133,BERT,sum,128,0.5,0.9982110692647577,0.928222335691204,0.9378478664105951,0.7981651375780658,0.9978597677254405,0.9637231142070859,0.7630188679187697,0.5723684210338037,0.9156116022361557,0.8242425427212751,0.8675279281563628,0.996089879161578
134,BERT,sum,128,1.0,0.9980108573184268,0.9141764111441358,0.7319434102700526,0.7339449540947731,0.996822389366749,0.9591790366548324,0.7418867924472311,0.5263157894563711,0.8445189082068472,0.806051001981296,0.8248366868029263,0.9948805020205932
135,BERT,sum,256,0.25,0.9983157886120093,0.9368428791993699,0.963866305321013,0.8457711442365288,0.9981605460661263,0.965010602846891,0.8052830188618469,0.5592105262973944,0.9361990293422302,0.8319161735180647,0.8809823120991983,0.9965188208076415
136,BERT,sum,256,0.5,0.9981891064007211,0.9368591871351059,0.9554140127301601,0.8299999999584999,0.9981421310656761,0.9619054831861845,0.7924528301826985,0.546052631560985,0.9301155765561218,0.824638268998886,0.8742068257516896,0.9963778260999077
137,BERT,sum,256,1.0,0.9980119528519366,0.9253862488094563,0.8110671936694778,0.7187499999679129,0.9973727932690923,0.9571342017563184,0.7743396226356655,0.5296052631404735,0.8633038488246958,0.8146129702003875,0.8382519327672809,0.9954484525334366
138,BERT,sum,512,0.25,0.9982077459745688,0.9411414982157096,0.9656084655999506,0.8341463414227246,0.998285358846955,0.9591033020289615,0.8264150943333856,0.5624999999814967,0.9347760128032383,0.8365759387976996,0.8829539667200439,0.9965426508990894
139,BERT,sum,512,0.5,0.9980872304733645,0.9413343272449188,0.9530141843887145,0.8118811880786198,0.9982669438465048,0.9563768554976094,0.8113207547108581,0.5394736841927804,0.9260792325464045,0.8263595595619382,0.873382198346453,0.9963996703504017
140,BERT,sum,512,1.0,0.9979475531272497,0.9367182846925723,0.8534201954327898,0.7318181817849173,0.997851583280796,0.9528930627075485,0.7909433962204457,0.5296052631404735,0.8799760537593824,0.8178233263373159,0.8477620472483434,0.9958456207242362
141,BERT,sum,1024,0.25,0.9977853258924442,0.9428270518310818,0.9633363886254507,0.8352941175979238,0.9983549266264333,0.9491820660398749,0.7932075471638249,0.4671052631425294,0.9348107209867251,0.8019624507431655,0.8633057035539753,0.9962050579369098
142,BERT,sum,1024,0.5,0.9976424642688981,0.9426347214867035,0.9514207149317011,0.7976878612255671,0.9983324194036609,0.9445622538617505,0.7833962264091819,0.45394736840612016,0.9223464404782175,0.7950595670201783,0.8539860162798099,0.996028318092004
143,BERT,sum,1024,1.0,0.9974966867913211,0.9361927055795995,0.8794449262716441,0.6958525345301451,0.9979457043942079,0.9389578915473046,0.7652830188621489,0.4967105262994503,0.8772467132931774,0.799724285275778,0.8366936544688207,0.9954841976706086
144,LSTM,asymmetric-max,128,0.25,0.9984994636554744,0.9531775072802978,0.8362395754295965,0.46556473827918554,0.9980091338402028,0.9666767646160507,0.8324528301823967,0.555921052613292,0.8133703211611385,0.8382649453129856,0.8256300134771664,0.9964850615114236
145,LSTM,asymmetric-max,128,0.5,0.9983433414598025,0.9697316254948385,0.8824489795846332,0.569444444424672,0.9987600566363365,0.9632687064518606,0.8158490565976163,0.5394736841927804,0.8549920977409865,0.8293378759696485,0.8419696106688344,0.997070884592853
146,LSTM,asymmetric-max,128,1.0,0.9981012140783837,0.9784406150985406,0.9128888888807744,0.6527196652446561,0.9991795094243675,0.9589518327772197,0.7750943396167917,0.5131578947199619,0.8855375958255887,0.8115958941345852,0.8469559723978403,0.9972416669148968
147,LSTM,asymmetric-max,256,0.25,0.9983433346831884,0.9697316254948385,0.8817292006453367,0.5674740484232708,0.9987559644140143,0.9632687064518606,0.8158490565976163,0.5394736841927804,0.8543195523116587,0.8293368529140679,0.8416428464736563,0.997066912910945
148,LSTM,asymmetric-max,256,0.5,0.99826027582088,0.9781905055479514,0.9090909090831854,0.6417322834393019,0.9991304027565004,0.9612996061792174,0.8075471698052261,0.5361842105086781,0.8818184934728296,0.8260403473124055,0.8530185668211261,0.9973548598492746
149,LSTM,asymmetric-max,256,1.0,0.9981056155114532,0.9830666459523201,0.9243772241910644,0.6946902654559871,0.9993493366507411,0.9584974250219944,0.7841509433903083,0.5164473684040642,0.9000599377777062,0.814611268366777,0.8552064799546248,0.9974203926007567
150,LSTM,asymmetric-max,512,0.25,0.9982623130453067,0.9781921861747875,0.9090909090831854,0.6392156862494425,0.9991283566453394,0.9613753408050882,0.8075471698052261,0.5361842105086781,0.8811902736381805,0.8260587694410829,0.8527343468395658,0.9973548598492746
151,LSTM,asymmetric-max,512,0.5,0.998193263570941,0.9827866945793728,0.9203463203383521,0.6824034334471071,0.9993125066498408,0.9599363829135413,0.8022641509373415,0.5230263157722689,0.8959324279839432,0.8211348390682481,0.8569044904654117,0.9974740103065145
152,LSTM,asymmetric-max,512,1.0,0.9981016757972655,0.9859001324289274,0.9271758436862596,0.6950672645428221,0.9994229966525416,0.9584974250219944,0.7879245282959403,0.5098684210358596,0.9015612291138186,0.813928342751584,0.8555064919761967,0.9974978403979625
153,LSTM,asymmetric-max,1024,0.25,0.998193263570941,0.9827866945793728,0.9203463203383521,0.6824034334471071,0.9993125066498408,0.9599363829135413,0.8022641509373415,0.5230263157722689,0.8959324279839432,0.8211348390682481,0.8569044904654117,0.9974740103065145
154,LSTM,asymmetric-max,1024,0.5,0.9981526363758773,0.9857565379817981,0.9248251748170908,0.6916299559166682,0.9994066277632526,0.9591790366548324,0.7984905660317095,0.5164473684040642,0.9000910762728587,0.8183808997134647,0.857293398823093,0.9975315996941805
155,LSTM,asymmetric-max,1024,1.0,0.998101768889831,0.9875107329630883,0.9274977895585544,0.7045454545134298,0.9994721033204087,0.95811875189264,0.7916981132015721,0.5098684210358596,0.9044139364812258,0.81478934736262,0.857265506284132,0.9975455005808584
156,LSTM,asymmetric-max,2048,0.25,0.9981526363758773,0.9857565379817981,0.9248251748170908,0.6916299559166682,0.9994066277632526,0.9591790366548324,0.7984905660317095,0.5164473684040642,0.9000910762728587,0.8183808997134647,0.857293398823093,0.9975315996941805
157,LSTM,asymmetric-max,2048,0.5,0.9981323536022485,0.9874405179803514,0.9271290605713159,0.7104072397868594,0.9994680110980865,0.9586488942737362,0.7969811320694568,0.5164473684040642,0.9057772929851937,0.8178863514613359,0.8595910037147759,0.9975733023542145
158,LSTM,asymmetric-max,2048,1.0,0.9981099807319994,0.988206810370987,0.9292661361544716,0.7142857142527979,0.9995007488766645,0.9582702211443818,0.7932075471638249,0.5098684210358596,0.9074671603775639,0.8152117345551826,0.8588691435704797,0.9975812457180304
159,LSTM,asymmetric-max,4096,0.25,0.9981323536022485,0.9874405179803514,0.9271290605713159,0.7104072397868594,0.9994680110980865,0.9586488942737362,0.7969811320694568,0.5164473684040642,0.9057772929851937,0.8178863514613359,0.8595910037147759,0.9975733023542145
160,LSTM,asymmetric-max,4096,0.5,0.99812832804114,0.9881342701007118,0.9286971830904165,0.718894009183461,0.9994966566543423,0.9586488942737362,0.7962264150883305,0.5131578947199619,0.9084634476039324,0.8168824651840927,0.8602424021835012,0.9975971324456624
161,LSTM,asymmetric-max,4096,1.0,0.9981161143734957,0.9885183160189107,0.9293909973439596,0.7162790697341266,0.999508933321309,0.9584974250219944,0.7947169811260777,0.5065789473517572,0.9080761243676231,0.8148255717052846,0.8589272906070897,0.9975971324456624
162,LSTM,gaussian,128,0.25,0.9981364860501882,0.9878296146036918,0.9310954063521989,0.718894009183461,0.9994966566543423,0.9589518327772197,0.7954716981072041,0.5131578947199619,0.908988879047385,0.816769520564682,0.8604152317067972,0.9976030899685244
163,LSTM,gaussian,128,0.5,0.9981364860501882,0.9876716604236987,0.93115622241014,0.7155963302424038,0.9994966566543423,0.9586488942737362,0.7962264150883305,0.5131578947199619,0.9081401747816076,0.8168824651840927,0.8600974424574226,0.9975971324456624
164,LSTM,gaussian,128,1.0,0.9981012140783837,0.9784406150985406,0.9128888888807744,0.6527196652446561,0.9991795094243675,0.9589518327772197,0.7750943396167917,0.5131578947199619,0.8855375958255887,0.8115958941345852,0.8469559723978403,0.9972416669148968
165,LSTM,gaussian,256,0.25,0.9981222249692793,0.9882885696432009,0.9302120141260583,0.7175925925593707,0.9995048410989867,0.9586488942737362,0.7947169811260777,0.5098684210358596,0.9085538503244772,0.815684784383665,0.8596183060591511,0.9975991182866164
166,LSTM,gaussian,256,0.5,0.9981283433386391,0.9882903981256922,0.9302736098770498,0.7175925925593707,0.9995048410989867,0.9588003635254779,0.7954716981072041,0.5098684210358596,0.908571235975188,0.8159113309418821,0.8597518772561956,0.9976050758094784
167,LSTM,gaussian,256,1.0,0.9981056155114532,0.9830666459523201,0.9243772241910644,0.6946902654559871,0.9993493366507411,0.9584974250219944,0.7841509433903083,0.5164473684040642,0.9000599377777062,0.814611268366777,0.8552064799546248,0.9974203926007567
168,LSTM,gaussian,512,0.25,0.9981161105242199,0.9884402093251672,0.9293909973439596,0.7175925925593707,0.9995068872101479,0.9584216903961236,0.7947169811260777,0.5098684210358596,0.9083849774381794,0.8156284949420523,0.8595114592177715,0.9975951466047084
169,LSTM,gaussian,512,0.5,0.9981161105242199,0.9884402093251672,0.9293909973439596,0.7175925925593707,0.9995068872101479,0.9584216903961236,0.7947169811260777,0.5098684210358596,0.9083849774381794,0.8156284949420523,0.8595114592177715,0.9975951466047084
170,LSTM,gaussian,512,1.0,0.9981016757972655,0.9859001324289274,0.9271758436862596,0.6950672645428221,0.9994229966525416,0.9584974250219944,0.7879245282959403,0.5098684210358596,0.9015612291138186,0.813928342751584,0.8555064919761967,0.9974978403979625
171,LSTM,gaussian,1024,0.25,0.9981181499431767,0.9884402093251672,0.9294532627784,0.7175925925593707,0.9995068872101479,0.9584216903961236,0.7954716981072041,0.5098684210358596,0.9084010536515287,0.8158171741873338,0.8596234100245558,0.9975971324456624
172,LSTM,gaussian,1024,0.5,0.9981181499431767,0.9884402093251672,0.9294532627784,0.7175925925593707,0.9995068872101479,0.9584216903961236,0.7954716981072041,0.5098684210358596,0.9084010536515287,0.8158171741873338,0.8596234100245558,0.9975971324456624
173,LSTM,gaussian,1024,1.0,0.998101768889831,0.9875107329630883,0.9274977895585544,0.7045454545134298,0.9994721033204087,0.95811875189264,0.7916981132015721,0.5098684210358596,0.9044139364812258,0.81478934736262,0.857265506284132,0.9975455005808584
174,LSTM,gaussian,2048,0.25,0.9981181499431767,0.9884402093251672,0.9294532627784,0.7175925925593707,0.9995068872101479,0.9584216903961236,0.7954716981072041,0.5098684210358596,0.9084010536515287,0.8158171741873338,0.8596234100245558,0.9975971324456624
175,LSTM,gaussian,2048,0.5,0.9981181499431767,0.9884402093251672,0.9294532627784,0.7175925925593707,0.9995068872101479,0.9584216903961236,0.7954716981072041,0.5098684210358596,0.9084010536515287,0.8158171741873338,0.8596234100245558,0.9975971324456624
176,LSTM,gaussian,2048,1.0,0.9981099807319994,0.988206810370987,0.9292661361544716,0.7142857142527979,0.9995007488766645,0.9582702211443818,0.7932075471638249,0.5098684210358596,0.9074671603775639,0.8152117345551826,0.8588691435704797,0.9975812457180304
177,LSTM,gaussian,4096,0.25,0.9981181499431767,0.9884402093251672,0.9294532627784,0.7175925925593707,0.9995068872101479,0.9584216903961236,0.7954716981072041,0.5098684210358596,0.9084010536515287,0.8158171741873338,0.8596234100245558,0.9975971324456624
178,LSTM,gaussian,4096,0.5,0.9981181499431767,0.9884402093251672,0.9294532627784,0.7175925925593707,0.9995068872101479,0.9584216903961236,0.7954716981072041,0.5098684210358596,0.9084010536515287,0.8158171741873338,0.8596234100245558,0.9975971324456624
